x1 x2
-0.630465865683435 0.306718334261529
-0.6047139564838 0.475355481677589
-0.721939792976548 -0.237774682153408
-1.14397681221747 0.741098694568144
0.752426469471444 2.37581859346223
-0.211140221614310 0.182380770494493
-0.156316918511478 -0.709123742819776
0.44010184570931 -0.0205310270280646
-1.31485724183062 0.273316228915017
0.0625011965683148 0.0488153600071893
0.608998303591467 -0.887050977896304
-1.75194012858362 -0.261274518793124
0.568038732528656 0.958606259431804
0.689015333044741 -1.60842147738061
1.83583736151850 1.08836354954458
1.38079950296435 0.148562684953315
-1.34044878871647 -1.88270814203512
0.155681981418496 -1.29923284802697
1.57276196247347 -0.542389063488852
-0.190362962671002 0.849470522306343
