x1 x2 x3
6.03715164059163 4.66175971455103 13.0501573302298
0.658893396127709 2.49020943909436 3.00057699240579
-0.209427598650197 0.686000191260295 1.70373289701793
1.49037743943188 4.747219548586 8.9782687954901
5.10139004612713 2.92391034468324 9.26777654464302
2.52660473655032 2.30272543343906 5.08300843101136
4.08270263854686 3.35099338246828 11.0413483929881
1.63962973283280 -0.676869585898721 2.08137596466126
2.00195903263504 5.43329622565632 10.9661939544758
2.77458657610558 3.87047176119487 4.31909969951773
1.28741521441567 3.16424600806285 5.88679514311043
2.16712480728223 0.828611417313106 4.07501107116231
3.94020137996952 6.34731657802144 14.6272252027742
3.66671226097114 0.683996758387633 7.1921458497291
5.54307038464309 4.61239921442428 14.5033586402903
2.99996304016723 2.59789091562676 7.85822188801989
